idEstablecimiento|nombre_esta|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|horarios|id
39295|MADERA GRILL|REPÚBLICA E7-33 y PRADERA|LA PRADERA MEGAPLAZA|5,93984E+11|5,93984E+11|nbonillaestevez@gmail.com||242|Lunes a sabado de 06:00 a22:00|61504
39296|CHURROMANIA|av. 6 de diciembre S/N Y GERMÁN ALEMÁN|EL LOCAL ESTA EN LA ENTRADA DEL MEGAMAXI DE LA AV 6 DE DICIEMBRE, FRENTE A SUPERCINES|0|981812811|hcardozo_1989@hotmail.com||189|Lunes a Domingo 24 horas|61505
39297|AMERICA INN CUENCA|TARQUI 12-39 GASPAR SANGURIMA|A CINCUENTA METROS DE LA ESCUELA HONORATO VAZQUEZ.||980495949|hostalamericainn@gmail.com|hostalamericainn.es.tl|154|Lunes a domingo 24 horas|61506
39298|EMPANADEISHON|FLOREANA E8-33 Y DE LOS SHYRIS|FRENTE AL RESTAURANTE PACIFICO|991583188|991583188|valeriaglorimargonzalez@hotmail.com||204|Lunes a sabado de 08:00 a22:00|61507
39299|PEPITOS GRILL|MANABÍ S1-128 Y GARCÍA MORENO||987876567|969060226|pepitosgrillcumbaya@gmail.com||172|Lunes a domingo 24 horas|61508
39300|CASA CORONA|REINA VICTORIA N24-66 y JOAQUíN PINTO|ARRIBA DEL JUAN VALDEZ|983990028|983990028|unaviadiscoteca@gmail.com||109|Lunes a domingo 24 horas|61509
39301|BACKPACKERS INN|JUAN RODRíGUEZ E7-48 y DIEGO DE ALMAGRO|AL LADO DEL HOTEL LORO VERDE|982323225|982323225|ayman.3eml@gmail.com||143|Lunes a Domingo 24 horas|61510
39302|FINCA HEIMATLOS|Via a Canelos s/d 1.5 vía Canelos.|Zona el Pedregal, a&nbsp un kilometro y medio de la Via a Canelos|993465851||ferhat.gundogdu@gmail.com||117|Lunes a domingo 24 horas|61511
39303|ALTO CARIBE|ORIENTE Y 16 DE DICIEMBRE||968876078||gabrielbarrios121@gmail.com||144|24 horas|61512
39304|HENRY´S LUNCH|GUIPUzCOA E13-35 y PONTEVEDRA|AL LADO SECOIN SEGURIDAD|982245004|963327153|miguelangelrangel_8@hotmail.com||191|Lunes a Domingo 24 horas|61513
39305|BAMBUCO|AV. REPÚBLICA SN Y PRADERA|PLAZA LA PRADERA|982599209|994167865|jenni1988.parra@gmail.com||215|Lunes a domingo 24 horas|61514
39306|SANCHO PANZA COMIDA VENEZOLANA|E4 JUAN GONZáLEZ N36-82 y N36A COREA|A DOS CUADRAS DEL CCI|986865511|986865511|quijotecafequito@gmail.com||250|Lunes a Domingo 24 horas|61515
39307|COLOMBIA AREPA|ISLA FLOREANA E4-145 Y AV. AMAZONAS||2269166||fabioandres448@hotmail.com||111|Lunes a sabado de 08:00 a22:00|61516
39308|COLOMBIA AREPA|ISLA FLOREANA E4-145 Y aV. AMAZONAS|FRENTE A LOS ARRIEROS|22269166|959128631|fabioandres448@hotmail.com||167|Lunes a sabado de 08:00 a22:00|61517
39309|AMICI MIEI|DIEGO DE ALMAGRO E7-59 Y LUIS CORDERO|JUNTO AL PARQUE GABRIELA MISTRAL ED TORRES DE ALMAGRO|998608068|998608068|magr1508@gmail.com||191|Lunes a viernes de 08:00 a 18:00|61518
39310|MR. SHAWARMA|ANTONIO DE ULLOA N22-14 Y JERÓNIMO CARRIÓN|A UNA CUADRA DEL SANTA MARÍA|961428999|961428999|jamilfardardavan@gmail.com||171|Lunes a sabado de 08:00 a22:00|61519
39311|CHIFA HONG KONG|9 DE OCTUBRE N22-158 y VEINTIMILLA|DIAGONAL A JUAN MARCET|22233328|980179888|kpvc1981@gmail.com||151|Lunes a Viernes 08h30 a 17h00|61520
39312|EL TEATRO DE COMIDAS|JOAQUÍN PINTO E4-353 Y JUAN LEÓN MERA|JUNTO AL HOTEL MARISCAL|0|987843355|jamesonje12@yahoo.com||104|Lunes a sabado de 08:00 a22:00|61521
39313|MIRÁ VÉ|FRANCISCO DE ORELLANA E3-93 y PASAJE FRANCISCO REINOSO|FRENTE AL PARQUEADERO DE LA IGLESIA CUMBAYA|983110512|979514047|clarengifo@gmail.com||212|Lunes a Viernes 08h30 a 17h00|61522
39314|PIZZERÍA DA ROCCO|CHILE OE3-42 Y GUAYAQUIL|FRENTE AL MUNICIPIO|995450915|997697568|anitarei19@yahoo.es||224|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|61523
39315|PIZZERÍA DA ROCCO|GIL RAMÍREZ DÁVALOS E3-21 Y PÁEZ|POR EL ANTIGUO SRI|22510838|995450915|anitarei19@yahoo.es||211|Lunes a Viernes 08h30 a 17h00|61524
39316|"DE LA REINA ""QUEENS"""|REINA VICTORIA N23-74 WILSON Y BAQUEDANO|DIAGONAL A CNT|995610387|995610387|oguhaivaras@gmail.com||245|Lunes a sabado de 08:00 a22:00|61525
39317|HOSTAL EL GRAN AZUL|AV 13 DE DICIEMBRE S/N AVENIDA INTIÑAN|JUNTO A MENESTRAS DE LEYLA - CASA COLOR AZUL|42780976|982879768|stefanijazisovska@gmail.com||209|Lunes a sabado de 08:00 a22:00|61526
39318|BUDDHAS GARDEN|YANEZ PINZÓN N26-211 Y AV. ORELLANA|FRENTE DEL SUPERMAXI MULTICENTRO|995964219|995964219|mariendeleonesplaceres@gmail.com||153|Lunes a sabado de 08:00 a22:00|61527
39319|"CAFETERIA ""LAS PALMAS"""|Rio Tiputini S/N Kawymeno|Diagonal al Edificio del Gad Minicipal del Cantón Aguarico|996122851||arcadiomina@hotmail.com||228|Lunes a sabado de 08:00 a22:00|61528
39320|LE MALU YELLOW|Isla Seymour N41-199 Isla Floreana|PISO: PB. SECTOR: DIAGONAL AL SUPERMERCADO EL CORAL|22261219|22261219|lemaluhostal@gmail.com||120|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61529
39321|CHEZ OSCAR|ISLA SEYMOUR N41-199 E ISLA FLOREANA|DIAGONAL AL SUPERMERCADO CORAL|984043423|984043423|damianzoanni@gmail.com||155|Lunes a sabado de 08:00 a22:00|61530
39322|CHIFA INTERNACIONAL 3|URB. LOS ROSALES, CALLE VENEZUELA S/N Y BERNARDO RODRÍGUEZ||990098886||||187|Lunes a sabado de 08:00 a22:00|61531
39323|CHIFA INTERNACIONAL Nº 2|AV. PUERTO ILA Y AV. QUEVEDO KM 2||990098886||sanalmeida79@yahoo.com||206|Lunes a sabado de 08:00 a22:00|61532
39324|THE ROYAL CHINESE RESTAURANT|PÉREZ GUERRERO OE3-46 Y VERSALLES|A UNA CUADRA DE LA UNIVERSIDAD CENTRAL|22234271|986192819|fengming198806@gmail.com||223|Lunes a domingo 24 horas|61533
39325|PIZZA XPRESS QUITO|JOAQUíN PINTO E8-69 Y AV. 6 DE DICIEMBRE|PISO: PB. SECTOR: FRENTE PARADA ECOVIA MANUELA CANIZARES|23054067|980491217|marbellacarolina12@yahoo.com||227|Lunes a viernes de 08:00 a 18:00|61534
39326|ESSENTIA LOUNGE|Calle Principal Sn Plaza Madre Tierra|Al interior de la Plaza Madre Tierra frente al restaurante Los Corales|996048707||tancredi.tarantino@hotmail.com||226|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61535
39327|EL RINCONCITO CALEÑO|MARCHENA SN y AV. 10 DE AGOSTO|DIAGONAL A LA PANADERIA COLOMBIANA|984676056|987467587|santacristinaparedes@hotmail.com||158|Lunes a sabado de 08:00 a22:00|61536
39328|ASADERO Y RESTAURANTE COLOMBIANO|Av. 10 de Agosto OE1-17 Y ALONSO DE MERCADILLO|FRENTE COOP. TULCÁN|0|979172644|garcesestheremilia@gmail.com||149|Lunes a sabado de 08:00 a22:00|61537
39329|ATENA|CARRIÓN 13-91 Y VERSALLES|FRENTE AL RESTAURANTE CHINA|23237108|998888822|amir.15841@gmail.com||115|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61538
39330|ATENA|CARRIÓN 13-91 Y VERSALLES|FRENTE AL RESTAURANTE CHINA|998888822|998888822|amir.15841@gmail.com||190|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61539
39331|LA LEYENDA|REINA VICTORIA E6-68 Y COLÓN|A LADO DE SERVIPAGOS|22228268|987964144|wmanuel_ulloa@hotmail.com||203|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61540
39332|CHIFA QUI LONG|AV. MANABI Y CALLEJÓN PONCE||984069311||caoshujun1994@gmail.com||192|Lunes a Viernes 08h30 a 17h30|61541
39333|CHALACA|CARLOS TAMAYO E10-05 y av. 6 DE DICIEMBRE|DIAGONAL A MEGAMAXI|993624243|993624243|chalaca.rest@gmail.com||206|Lunes a Viernes 08h30 a 17h30|61542
39334|KAYAK HOSTEL ECUADOR|AV.INTEROCEANICA S/N S/N|FRENTE A LA ESCUELA UNIDAD AMAZÓNICA||995647285|gabrielgarbin@hotmail.com.ar|kayakhostelecuador.com|190|Lunes a Viernes 08h30 a 17h00|61543
39335|HOSTAL BARON DE CARONDELET|BARON DE CARONDELET OE3-55 y SÁNCHEZ DE AVILA|FRENTE AL CONSERVATORIO DE MUSICA FRANZ LSIZT|22921570|22921569|hostalbaron@gmail.com||176|Lunes a domingo 24 horas|61544
39336|HOSTAL RONY´S|AV. ATAHUALPA OE3-192 y AV. AMÉRICA|ESPALDA DE LA CLINICA INTERNACIONAL|22568614|22568614|hostalronys@gmail.com||113|Lunes a Domingo 24 horas|61545
39337|EL HORNO DE AMELIA|BENALCÁZAR N1015 Y ORIENTE|DIAGONAL A LAS RESIDENCIAS CAMINO REAL|0|960943257|yulimarbazang@gmail.com||178|Lunes a Domingo 24 horas|61546
39338|BAR KARAOKE OK|CHONTAYACU SN AQUILES OÑATE|FRENTE A LA CLINICA PEREZ|994957415|959595444|gilbertotapuy0304@gmail.com||151|Lunes a Domingo 24 horas|61547
39339|LA QUINDIANA|TOMAS DE BERLANGA e5-27 E ISLA ISABELA||967953134|995060192|claudiamilena0807@hotmail.com||210|Lunes a sabado de 08:00 a22:00|61548
39340|MIRA LAGO|PANAMERICANA NORTE KM3 5100 GONZALES|500m bajando de Cajas|981411364|999823268|miralago2021@gmail.com||185|Lunes a sabado de 08:00 a22:00|61549
39341|EL BARÓN DE LAS MOLLEJAS|REINA VICTORIA N23-69 Y BAQUEDANO|FRENTE AL CENTRO DE EDUCACION CONTINUA DE LA POLITECNICA|999562840|992430179|jesus16-10@hotmail.com||225|Lunes a viernes 06:00 a 20:00|61550
39342|SAZÓN & SOL|JOAQUÍN PINTO E5-08 JUAN LEÓN MERA|A DOS CUADRAS DE LOS JUZGADOS DE LA NIÑEZ Y ADOLESCENCIA|962893180|962893180|ctf_consultores@hotmail.com||140|Lunes a viernes 06:00 a 20:00|61551
39343|ALPACA SANDWICH|DIEGO DE ALMAGRO N26-17 Y LA NIÑA|A DOS CUADRAS DEL MULTICENTRO|983247315|983247315|alpacarestaurant@gmail.com||127|Lunes a viernes 06:00 a 20:00|61552
39344|MUNDO CARNIVOROS STEAK HOUSE|PANAMERICANA S/N GERMAN MARTINEZ|Junto a Fritadas Amazonas|980972897|992115648|angela.romero19820@gmail.com||108|Lunes a viernes 06:00 a 20:00|61553
39345|MORDISQUITO'S|AV. 6 DE DICIEMBRE N24-65 y JOAQUíN PINTO|FRENTE A LA ESTACION MANUELA CAÑIZARES DE LA ECOVIA|22621744|984209744|antonio.vallenilla.esteves@gmail.com||153|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61554
39346|INDIAN TADKA RESTAURANTE Y BAR|JOAQUIN PINTO E6-43 y REINA VICTORIA|FRENTE A JUAN VALDEZ|979358227|990886270|mayraracely@gmail.com||240|Lunes a Viernes 08h30 a 17h00|61555
39347|INDIAN TADKA RESTAURANTE Y BAR|foch sn y reina victoria|FRENTE A JUAN VALDEZ|998867882|990886270|mayraracely@gmail.com||120|Lunes a sabado de 08:00 a22:00|61556
39348|TERRAZA 2.0|GRAL VEINTIMILLA N23-71 Y AV RÍO AMAZONAS|DIAGONAL BANCO DE GUAYAQUIL ED. AMAZONAS PENTHOUSE|0|987565734|contabilidad@terrazacatservices.com||183|Lunes a domingo 24 horas|61557
39349|EL FARAÓN 2|AV DE LOS SHYRIS N34-214 Y HOLANDA|FRENTE A TRIBUNA DE LOS SHYRIS|998111060|999162588|etramites@yahoo.com||166|Lunes a viernes 06:00 a 20:00|61558
39350|MHOZZ SPORT|JosÉ Calama E5-37 y Juan LeÓn Mera|PISO: 2. SECTOR: FRENTEAL BLUE|983579300|983579300|carrerayuny2018@gmail.com||132|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61559
39351|MAIPE|JUAN LEóN MERA N21-169 y VICENTE RAMóN ROCA|AL DOBLAR DEL EDIFICIO DE LA FISCALIA GENERAL DEL ESTADO|22564128|987616295|peter.kopinich@gmail.com|www.maipe.ec|114|Lunes a sabado de 08:00 a22:00|61560
39352|PROVA PIZZERIA|AV. LOS ANTURIOS S/N PURUHAES|URB. BANCO FOMENTO, UNA CUADRA ANTES DEL COLISEO&nbsp TSACHILA Y EL PARQUE DE LA JUVENTUD.|979609386|993563998|juanjut6188@gmail.com||202|Lunes a Viernes 08h30 a 17h30|61561
39353|SHIVA|LIZARDO GARCíA E8-08 y DIEGO DE ALMAGRO|A MEDIA CUADRA DEL RESTAURANTE NEW TESTE OF TOWN|979023496|979023496|mitu.spirit@yahoo.com||172|Lunes a viernes 06:00 a 20:00|61562
39354|MANHATTAN MACAS||JUNTO A LA GASOLINERA MACAS|0|995122486|sol_karelis@hotmail.com||156|Lunes a sabado de 08:00 a22:00|61563
39355|LORO VERDE|JUAN RODRÍGUEZ E7-74 y DIEGO DE ALMAGRO|A DOS CUADRAS DE LA PLAZA FOCH|22226173|983315772|adm.loroverde1@gmail.com||193|Lunes a sabado de 08:00 a22:00|61564
39356|WOKCHI|Calle Bolívar 364 Calle Grijalva|A una cuadra al norte del Municipio, Local del Bolívar Food Park|998720368|978783644|amabros@gmail.com||142|Lunes a domingo 24 horas|61565
39357|DUBAI SHAWARMA|AV. 6 DE DICIEMBRE N24-73 Y JOAQUÍN PINTO|DIAGONAL A LA PARADA DE LA ECOVIA MANUELA CAÑIZARES|22285435|995195567|n7m7bmw@hotmail.com||124|Lunes a Viernes 08h30 a 17h00|61566
39358|ASTAMBOL|VERSALLES N21-329 Y CARRIÓN|A UNA CUADRA DEL SANTA MARIA|992751313|992751313|azizhaideri12@gmail.com||150|Lunes a sabado de 08:00 a22:00|61567
39359|RUI FOOD GARDEN|FRANCISCO SALAZAR E11-133 y AV. 12 DE OCTUBRE|A UNA CUADRA DEL SWISSOTEL|999008333|987771990|lizanadaisy@gmail.com|www.ruirestaurante.com|167|Lunes a Domingo 24 horas|61568
39360|LA ALPUJARRA|Eloy Alfaro S/N Pedro Moncayo|A media cuadra del Polideportivo|62554288|963089448|aupy.203@gmail.com||105|Lunes a Viernes 08h30 a 17h30|61569
39361|CUPA CAFÉ|PAMPITE OE2-15 Y CHIMBORAZO|FRENTE AL RESERVORIO|963837900|978804176|gemarqueztapia@gmail.com||145|Lunes a Domingo 24 horas|61570
39362|EL TÍO|VERSALLES N21-298 Y SAN GREGORIO|A DOS CUADRAS DEL CENTRO COMERCIAL QUITUS|0|987747273|aliajalasayar@gmail.com||135|Lunes a viernes 06:00 a 20:00|61571
39363|HERMANOS FAST FOOD|GALáPAGOS OE3-118 y VARGAS|ENTRADA AL MERCADO ARENAS JUNTO AL ARCO|983874055|983874055|seijas.dev@gmail.com||150|Lunes a Domingo 24 horas|61572
39364|L'AREPA VENEZOLANA|av. río coca e6-35 E iSLA SAN CRISTOBAL|JUNTO A MINISTERIO DE MEDIO AMBIENTE|986916549|986926857|jc.gutierrez23@gmail.com||245|Lunes a Viernes 08h30 a 17h30|61573
39365|LA SUPER EMPANADA|AV. RÍO COCA E6-39 E ISLA SAN CRISTÓBAL|A UNA CUADRA DE LA SECRETARIA DE AMBIENTE|987022661|987022661|franclinv07morales@gmail.com||242|Lunes a Viernes 08h30 a 17h30|61574
39366|HOSTAL CASA CALAMA INN|JOSÉ CALAMA E7-49 Y REINA VICTORIA|FRENTE A INSPECTORÍA GENERAL DE LA POLICÍA NACIONAL|0|990886270|mayraracely@gmail.com||114|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61575
39367|HOSTAL REAL CALAMA FOCH|JOSÉ CALAMA E7-62 Y REINA VICTORIA|FRENTE A LA DISCOTECA BUGA|990886270|990886270|patylopezparra@hotmail.com||124|Lunes a viernes de 08:00 a 18:00|61576
39368|PA`LA PIZZA|JUAN LEóN MERA N24-203 Y LIZARDO GARCÍA|BURGER KING|0|982048144|gustavo_912@hotmail.com||156|Lunes a sabado de 08:00 a22:00|61577
39369|MOTMOT BISTRO|Av Quito s/n La Isla|Diagonal al&nbsp Hostal Ruby|989380253||didermonath@gmail.com|www.motmotbistro.com|217|Lunes a sabado de 08:00 a22:00|61578
39370|SHAWARMA AMISTAD|VERSALLES N21-319 Y JERóNIMO CARRIóN|A DOS CUADRAS DE LA UNIVERSIDAD CENTRAL|999204730|999204730|yabar_p87@outlook.com||213|lunes a sabado 09:00 - 17:00|61579
39371|SHAWARMA AMISTAD|Versalles N21-319 Y Jerónimo carrión|A TRES CUADRAS DE LA UNIVERSIDAD CATOLICA|984590045|984590045|rohullah.fayez456@yahoo.com||247|Lunes a Viernes 08h30 a 17h30|61580
39372|EL SABOR DEL MEDIO ORIENTE|REINA VICTORIA E7-14 Y WILSON|A DOS CUADRAS DE LA PLAZA FOCH|998997552|998997552|nidalnasseredin76@gmail.com||218|Lunes a domingo 24 horas|61581
39373|CHIFA JING DU|OE3 ALEJANDRO PONCE N78-33 Y N78 CLEMENTE YEROVI|FRENTE A KENTUCKY FRIED CHICKEN KFC|5,93993E+11|5,93993E+11|luis.parragachango84@gmail.com||130|Lunes a Viernes 08h30 a 17h00|61582
39374|MINIMARKET LA ESQUINA|AV. AMAZONAS N26 E4-377 y SANTA MARÍA|EDIFICIO AMAZONAS PLAZA, AL FRENTEDEL BANCO AUTRO|979246113|979246113|doriscopelan@gmail.com||171|Lunes a Viernes 08h30 a 17h00|61583
39375|MONGO'S|MARIANO ECHEVERRíA OE3-15 y SAN FrANCISCO|A LADO DEL BANCO INTERNACIONAL|958740663|958740663|gabriela.cuartin@gmail.com|www.mongos.com.ec|125|Lunes a domingo 24 horas|61584
39376|MONGO'S|MARIANO ECHEVERRíA OE3-15  y SAN FrANCISCO|A LADO DEL BANCO INTERNACIONAL|958740663|958740663|info@mongosgroup.com||136|Lunes a domingo 24 horas|61585
39377|FOOD LAND|LIZARDO GARCÍA E7-61 Y DIEGO DE ALMAGRO|A UNA CUADRA Y MEDIA DEL COLEGIO MANUELA CAÑIZARES|984495316|984495316|mohamad13571203@gmail.com||164|Lunes a Viernes 08h30 a 17h30|61586
39378|CHICAGO BAR & BISTRO|LIZARDO GARCÍA E7-36 Y REINA VICTORIA|DIAGONAL A FOOD LAND|984495316|998198990|abogadosasociadosecu@gmail.com||206|Lunes a Viernes 08h30 a 17h30|61587
39379|CHICAGO BAR & BISTRO|LIZARDO GARCÍA E7-36 Y REINA VICTORIA|DIAGONAL A FOOD LAND|984495316|998198990|abogadosasociadosecu@gmail.com||237|Lunes a Viernes 08h30 a 17h30|61588
39380|TASTY NOOK|MARÍA ANGÉLICA IDROBO OE4-332 y diego de robles|FRENTE AL PASEO SAN FRANCISCO|984826199|984826199|shymal.jam@gmail.com||151|Lunes a Viernes 08h30 a 17h30|61589
39381|PERFECT SHAWARMA|VERSALLES N21-298 y SAN GREGORIO|A UNA CUADRA DEL CENTRO COMERCIAL QUITUS|968238755|990479120|nasibhabib12@gmail.com||173|Lunes a Viernes 08h30 a 17h30|61590
39382|HOSTAL EL ROBLE|TOMáS DE BERLANGA E8-32 Y AV DE LOS SHYRIS|A MEDIA CUADRO SUPERMERCADO CORAL|22465015|986389881|hostalroble@gmail.com|www.hostalelroble.com.ec|105|Lunes a sabado de 08:00 a22:00|61591
39383|JUN YUE CHIFA|9 de Octubre sn Juan Montalvo|Diagonal a banco de Guayaquil|994468651||cai23648@gmail.com||234|Lunes a sabado de 08:00 a22:00|61592
39384|FRIENDS SHAWARMA|VERSALLES N21-298 Y SAN GREGORIO|UNA CUADRA DEL SANTA MARIA|968238755|968238755|hasibhabib12@gmail.com||232|Lunes a sabado de 08:00 a22:00|61593
39385|MIRA VE ANTOJITOS DE MI TIERRA|N37B EL COMERCIO E8-131 y E9 EL VENGADOR|DETRAS DEL QUICENTRO SHOPPING|997910440|998906044|makasanser_16@hotmail.com||202|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61594
39386|JARDÍN DE ESTANBUL|juan león mera s/n Y josé calama|ESQUINA PRIMER PISO|994560311|990886270|sos_fareed@yahoo.com||195|Lunes a viernes 06:00 a 20:00|61595
39387|HORUS|WILSON E7-17 Y REINA VICTORIA|JUNTO A PANADERIA EL ÁRABE|22508140|961951224|hanyeltalab@gmail.com||212|Lunes a Viernes 08h30 a 17h00|61596
39388|CAFÉ DEL CAMPO|GABRIEL G MORENO 693 Y CHIMBORAZO|FRENTE AL HOTEL CUMBAYA|962899824|962899824|ferrermaurelli94@gmail.com||190|Lunes a Viernes 08h30 a 17h00|61597
39389|RIB CARNES AL CARBÓN|REAL AUDIENCIA N58-94 Y LUIS TUFIÑO|A 2 CUADRAS DE LA PELUQUERIA CARISMA|22478187|980272949|romerozabalaj@gmail.com||166|Lunes a Viernes 08h30 a 17h00|61598
39390|SHAWARMA LOS PANAS|VERSALLES 21-326 y CARRIÓN|A UNA CUADRA DE SUPERMERCADO SANTA MARÍA|984827365|984827365|jaweedhaidari555@gmail.com||116|Lunes a sabado de 08:00 a22:00|61599
39391|CHIFA EXCELENCIA|AVENIDA MARIANO ACOSTO 24-40 JOSÉ IGNACIO DE LOS CANELOS|ESTACION DE SERVICIO&nbsp AUGUSVIC, FRENTE AL PARQUE ELEJIDO|959958153|62610108|abigailayala254333frank@gmail.com||196|Lunes a sabado de 08:00 a22:00|61600
39392|EL CEDRO|9 DE OCTUBRE N2042 Y 18 DE SEPTIEMBRE|A LADO DEL IESS|25119525|998452058|salmanshway1@gmail.com||150|Lunes a Domingo 24 horas|61601
39393|EXCELENCIA|AVENIDA PAZ PONCE DE LEON SN CIRCUNVALACION|ESTACION DE SERVICIOS LOS LAGOS, PLAZA REDONDEL|978668112|62610108|zhoutravelecuador@hotmail.com||200|Lunes a domingo 24 horas|61602
39394|COLOMBIA CONFOR|AVENIDA FRAY VACAS GALINDO 966 AVENIDA CRISTOBAL DE TROYA|DIAGONAL A LA PANADERÍA DE LOS COLOMBIANOS|989345084|989031534|velezlina4@hotmail.com||239|Lunes a Viernes 08h30 a 17h30|61603
39395|LA OFICINA BREW PUB|JOSÉ DE ANTEPARA S/N Y los rÍos|SAN BLAS PLAZA BELMONTE|967145478|967145478|gringocho@gmail.com||198|Lunes a Viernes 08h30 a 17h00|61604
39396|DINO´´S DELICIAS DE PRINCIPIO A FIN|JUAN LEÓNN MERA N24-82 Y MARISCAL FOCH|PLAZA FOCH|983520195|983520195|warp2505@gmail.com||174|Lunes a Viernes 08h30 a 17h30|61605
39397|LATERTULIAVE.EC|MANABí OE4-23 y VENEZUELA|A DOS CUADRAS DE LA PLAZA DEL TEATRO|0|984293436|darakinar@gmail.com||185|Lunes a Viernes 08h30 a 17h30|61606
39398|SAINT THOMAS|CARRIÓN E7-70 y AV. 6 DE DICIEMBRE|FRENTE AL RESTAURANTE MAYFLOWER|979016982|22900090|mayutset_23@hotmail.com||212|Lunes a viernes de 08:00 a 18:00|61607
39399|BARBACUE AND GRILL|N24A JOAQUÍN PINTO E4-353 Y E JUAN LEÓN MERA|JUSTO A LADO DEL HOSTAL DOWN TOWN FOCH INN|999886442|983314153|barbacueandgrill@gmail.com||122|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|61608
39400|DOWNTOWN FOCH INN|JOAQUíN PINTO E4-353 y AV. RíO AMAZONAS|DIAGONAL AL HOTEL CASA JOAQUÍN|983314153|998700334|gacr201929@gmail.com||177|Lunes a viernes 06:00 a 20:00|61609
39401|YI RAMEN ASIA|SUECIA E9-44 Y FINLANDIA|A LADO DE BALDINI|998427038|994167889|babyofchina@gmail.com||186|Lunes a Viernes 08h30 a 17h00|61610
39402|YI RAMEN ASIA|AV. INTEROCEáNICA S/N Y EUGENIO ESPEJO|EN LA PLAZA COMERCIAL EL PUNTO, DETRAS DE LA GASOLINERA MOBIL|994167889|998800018|59123236@qq.com||196|Lunes a sabado de 08:00 a22:00|61611
39403|HA ER BIN SHI FU|CHECOSLOVAQUIA E10-70 Y AV. 6 DE DICIEMBRE|DIAGONAL AL CAFÉ DE LA CASA|980337171|961908615|49115249@qq.com||110|Lunes a sabado de 08:00 a22:00|61612
39404|DIAMOND MAZI KEN|GUSTAVO DARQUEA OE1-18 Y AV 10 DE AGOSTO|CERCA A LA PARADA DE TROLE SANTA CLARA|0|984907687|nduken77@yahoo.com||129|Lunes a Viernes 08h30 a 17h00|61613
39405|NOI RESTAURANTE|ROCA E 10-11 y TAMAYO|A UNA CUADRA DE LA UNIVERSIDAD CATOLICA|5,93989E+11|5,93989E+11|monicabohorquez@live.com||142|Lunes a sabado de 08:00 a22:00|61614
39406|SHERE PUNJAB RESTAURANT|Eugenio Espejo SN Pastaza|A una cuadra del terminal|985494227||sherepunjabrestaurants@gmail.com||182|Lunes a sabado de 08:00 a22:00|61615
39407|HELADERÍA CAFETERÍA SWEET FRUITS|VENEZUELA N5-60 Y MEJÍA|FRENTE A MARATHON SPORT|969566581|969566581|cindyfr29@gmail.com||140|Lunes a sabado de 08:00 a22:00|61616
39408|GITANOS BRUNCH COFFEE & DRINKS|E10 REPÚBLICA DE EL SALVADOR S/N Y E10A MOSCÚ|FRENTE AVIANCA|5,93989E+11|5,93989E+11|habranjperezb@gmail.com||125|Lunes a sabado de 08:00 a22:00|61617
39409|AFRICAN CUISINE INTERNATIONAL|N26 SANTA MARíA E4-169 Y E4B FCO. PIZARRO|A DIEZ METROS DEL BANCO DEL AUSTRO|962673831|962673831|immac44@yahoo.com||168|Lunes a sabado de 08:00 a22:00|61618
39410|CHESS GRILL|VENEZUELA N10-34 Y ORIENTE|A UNA CUADRA Y MEDIA DE LA BASÍLICA|984801792|984801792|parraacostajesus@gmail.com||189|Lunes a sabado de 08:00 a22:00|61619
39411|CARIBE FOOD|VALLADOLID N24-225 Y GUIPUZCOA|A 1 CUADRA DEL CINE 8 1-2|980425703|995542514|caribefoodec@gmail.com||231|Lunes a domingo 24 horas|61620
39412|MI CHINITA|ORIENTE N10-17 y VENEZUELA|ENTRE CALLE VENEZUELA Y GARCÍA MORENO|979056606|987026505|balzanunezomer@gmail.com||213|Lunes a Viernes 08h30 a 17h30|61621
