id|parroquia|id_1
27996|MILAGRO, CABECERA CANTONAL|42988
27997|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|42989
27998|TARQUI|42990
27999|ELOY ALFARO (DURÁN), CABECERA CANTONAL|42991
28000|TARQUI|42992
28001|TARQUI|42993
28002|TARQUI|42994
28003|PASCUALES|42995
28004|TARQUI|42996
28005|TARIFA|42997
28006|TARQUI|42998
28007|TARQUI|42999
28008|TARQUI|43000
28009|TARQUI|43001
28010|CARBO (CONCEPCIÓN) |43002
28011|SUCRE|43003
28012|XIMENA|43004
28013|TARQUI|43005
28014|TARQUI|43006
28015|TARIFA|43007
28016|TARQUI|43008
28017|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|43009
28018|EMILIANO CAICEDO MARCOS|43010
28019|TARQUI|43011
28020|TARQUI|43012
28021|MANTA, CABECERA CANTONAL|43013
28022|SALINAS, CABECERA CANTONAL|43014
28023|TARQUI|43015
28024|LA AURORA (SATÉLITE)|43016
28025|ZARUMA, CABECERA CANTONAL|43017
28026|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43018
28027|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43019
28028|MANTA, CABECERA CANTONAL|43020
28029|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43021
28030|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43022
28031|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43023
28032|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43024
28033|SAMBORONDÓN, CABECERA CANTONAL|43025
28034|CARBO (CONCEPCIÓN)|43026
28035|PASCUALES|43027
28036|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43028
28037|SAMBORONDÓN, CABECERA CANTONAL|43029
28038|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|43030
28039|JOSE LUIS TAMAYO (MUEY)|43031
28040|PASAJE, CABECERA CANTONAL|43032
28041|SALINAS, CABECERA CANTONAL|43033
28042|TARQUI|43034
28043|MANGLARALTO|43035
28044|MANTA, CABECERA CANTONAL|43036
28045|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43037
28046|CHONE, CABECERA CANTONAL|43038
28047|MILTON REYES|43039
28048|CRUCITA|43040
28049|MANTA, CABECERA CANTONAL|43041
28050|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43042
28051|SAMBORONDÓN, CABECERA CANTONAL|43043
28052|SAMBORONDÓN, CABECERA CANTONAL|43044
28053|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43045
28054|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43046
28055|MANGLARALTO|43047
28056|MANGLARALTO|43048
28057|MANTA, CABECERA CANTONAL|43049
28058|PUERTO LÓPEZ, CABECERA CANTONAL|43050
28059|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43051
28060|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43052
28061|TARQUI|43053
28062|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43054
28063|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|43055
28064|COLONCHE|43056
28065|CANOA|43057
28066|MANTA, CABECERA CANTONAL|43058
28067|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43059
28068|SALINAS, CABECERA CANTONAL|43060
28069|COJIMÍES|43061
28070|CARLOS ESPINOZA LARREA|43062
28071|JOSE LUIS TAMAYO (MUEY)|43063
28072|COJIMÍES|43064
28073|MANTA, CABECERA CANTONAL|43065
28074|PUERTO LÓPEZ, CABECERA CANTONAL|43066
28075|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|43067
28076|PUERTO LÓPEZ, CABECERA CANTONAL|43068
28077|PEDERNALES, CABECERA CANTONAL|43069
28078|MANTA, CABECERA CANTONAL|43070
28079|MANTA, CABECERA CANTONAL|43071
28080|ROCAFUERTE|43072
28081|MILTON REYES|43073
28082|MANTA, CABECERA CANTONAL|43074
28083|SALANGO|43075
28084|TARQUI|43076
28085|LA LIBERTAD, CABECERA CANTONAL|43077
28086|SALINAS, CABECERA CANTONAL|43078
28087|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43079
28088|MANGLARALTO|43080
28089|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43081
28090|ZARUMA, CABECERA CANTONAL|43082
28091|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43083
28092|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43084
28093|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43085
28094|ELOY ALFARO (DURÁN), CABECERA CANTONAL|43086
28095|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43087
28096|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43088
28097|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43089
28098|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43090
28099|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43091
28100|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43092
28101|NUEVE DE MAYO|43093
28102|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43094
28103|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43095
28104|MILAGRO, CABECERA CANTONAL|43096
28105|MILAGRO, CABECERA CANTONAL|43097
28106|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43098
28107|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43099
28108|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43100
28109|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43101
28110|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43102
28111|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43103
28112|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43104
28113|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43105
28114|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43106
28115|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43107
28116|EL CARMEN, CABECERA CANTONAL|43108
28117|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43109
28118|LA PUNTILLA (SATÉLITE)|43110
28119|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43111
28120|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43112
28121|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43113
28122|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43114
28123|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43115
28124|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43116
28125|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43117
28126|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43118
28127|ELOY ALFARO (DURÁN), CABECERA CANTONAL|43119
28128|QUEVEDO, CABECERA CANTONAL|43120
28129|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43121
28130|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43122
28131|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43123
28132|SANTA ROSA (CABECERA CANTONAL)|43124
28133|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43125
28134|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43126
28135|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43127
28136|SAN JACINTO DE BUENA FE, CAB CANTONAL|43128
28137|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43129
28138|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43130
28139|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43131
28140|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43132
28141|EL TRIUNFO, CABECERA CANTONAL|43133
28142|PIÑAS, CABECERA CANTONAL|43134
28143|PUERTO LÓPEZ, CABECERA CANTONAL|43135
28144|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43136
28145|LA LIBERTAD, CABECERA CANTONAL|43137
28146|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43138
28147|MANGLARALTO|43139
28148|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43140
28149|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43141
28150|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43142
28151|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43143
28152|SALINAS, CABECERA CANTONAL|43144
28153|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43145
28154|MANTA, CABECERA CANTONAL|43146
28155|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43147
28156|TARQUI|43148
28157|TARQUI|43149
28158|OLMEDO (SAN ALEJO)|43150
28159|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|43151
28160|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43152
28161|MANTA, CABECERA CANTONAL|43153
28162|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43154
28163|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43155
28164|MANTA, CABECERA CANTONAL|43156
28165|MANTA, CABECERA CANTONAL|43157
28166|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43158
28167|MANTA, CABECERA CANTONAL|43159
28168|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|43160
28169|TARQUI|43161
28170|MANTA, CABECERA CANTONAL|43162
28171|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43163
28172|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43164
28173|PEDERNALES, CABECERA CANTONAL|43165
28174|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43166
28175|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43167
28176|CANOA|43168
28177|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43169
28178|ANTONIO SOTOMAYOR (CAB EN PLAYAS DE VINCES)|43170
28179|SINSAO|43171
28180|CANOA|43172
28181|SALINAS, CABECERA CANTONAL|43173
28182|SALINAS, CABECERA CANTONAL|43174
28183|MANTA, CABECERA CANTONAL|43175
28184|LA PUNTILLA (SATÉLITE)|43176
28185|SALINAS, CABECERA CANTONAL|43177
28186|SAMBORONDÓN, CABECERA CANTONAL|43178
28187|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43179
28188|CARBO (CONCEPCIÓN) |43180
28189|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43181
28190|HUAQUILLAS, CABECERA CANTONAL|43182
28191|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43183
28192|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43184
28193|DOCTOR CAMILO PONCE |43185
28194|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43186
28195|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43187
28196|TARQUI|43188
28197|TARQUI|43189
28198|QUEVEDO, CABECERA CANTONAL|43190
28199|SALINAS, CABECERA CANTONAL|43191
28200|XIMENA|43192
28201|XIMENA|43193
28202|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43194
28203|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43195
28204|ELOY ALFARO (DURÁN), CABECERA CANTONAL|43196
28205|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43197
28206|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43198
28207|MONTECRISTI|43199
28208|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43200
28209|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43201
28210|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43202
28211|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43203
28212|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43204
28213|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43205
28214|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43206
28215|TARQUI|43207
28216|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|43208
28217|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43209
28218|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43210
28219|SAMBORONDÓN, CABECERA CANTONAL|43211
28220|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43212
28221|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43213
28222|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43214
28223|SAMBORONDÓN, CABECERA CANTONAL|43215
28224|PUERTO LÓPEZ, CABECERA CANTONAL|43216
28225|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43217
28226|EL CARMEN, CABECERA CANTONAL|43218
28227|MANGLARALTO|43219
28228|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43220
28229|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|43221
28230|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|43222
28231|SAN JACINTO DE BUENA FE, CAB CANTONAL|43223
28232|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43224
28233|PUERTO DE CAYO|43225
28234|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43226
28235|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43227
28236|MANGLARALTO|43228
28237|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43229
28238|SAN CARLOS|43230
28239|TARQUI|43231
28240|SAMBORONDÓN, CABECERA CANTONAL|43232
28241|MANTA, CABECERA CANTONAL|43233
28242|TARIFA|43234
28243|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43235
28244|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43236
28245|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43237
28246|MANGLARALTO|43238
28247|COLONCHE|43239
28248|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43240
28249|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43241
28250|CRUCITA|43242
28251|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43243
28252|HUAQUILLAS, CABECERA CANTONAL|43244
28253|PUERTO DE CAYO|43245
28254|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43246
28255|MORRO|43247
28256|SAMBORONDÓN, CABECERA CANTONAL|43248
28257|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43249
28258|PEDERNALES, CABECERA CANTONAL|43250
28259|JAMA, CABECERA CANTONAL|43251
28260|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43252
28261|JAMA, CABECERA CANTONAL|43253
28262|LA LIBERTAD, CABECERA CANTONAL|43254
28263|PIÑAS, CABECERA CANTONAL|43255
28264|MANGLARALTO|43256
28265|SANTA ROSA (CABECERA CANTONAL)|43257
28266|PUERTO LÓPEZ, CABECERA CANTONAL|43258
28267|JAMA, CABECERA CANTONAL|43259
28268|SALINAS, CABECERA CANTONAL|43260
28269|MANGLARALTO|43261
28270|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43262
28271|TOSAGUA, CABECERA CANTONAL|43263
28272|MANGLARALTO|43264
28273|PIÑAS, CABECERA CANTONAL|43265
28274|MANGLARALTO|43266
28275|MANGLARALTO|43267
28276|TARQUI|43268
28277|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|43269
28278|MANTA, CABECERA CANTONAL|43270
28279|SALINAS, CABECERA CANTONAL|43271
28280|MANGLARALTO|43272
28281|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43273
28282|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43274
28283|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43275
28284|MANTA, CABECERA CANTONAL|43276
28285|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43277
28286|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43278
28287|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43279
28288|SAN CAMILO|43280
28289|QUEVEDO, CABECERA CANTONAL|43281
28290|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43282
28291|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43283
28292|TARQUI|43284
28293|MANGLARALTO|43285
28294|QUINSALOMA, CABECERA CANTONAL|43286
28295|QUEVEDO, CABECERA CANTONAL|43287
28296|PASAJE, CABECERA CANTONAL|43288
28297|MONTECRISTI|43289
28298|EL GUABO, CABECERA CANTONAL|43290
28299|MILAGRO, CABECERA CANTONAL|43291
28300|JUNÍN|43292
28301|PASAJE, CABECERA CANTONAL|43293
28302|JIPIJAPA, CABECERA CANTONAL|43294
28303|CALCETA, CABECERA CANTONAL|43295
28304|SANTA ANA DE VUELTA LARGA|43296
28305|PROGRESO|43297
28306|JUNÍN|43298
28307|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43299
28308|JUNÍN|43300
28309|RICAURTE|43301
28310|JUNÍN|43302
28311|TARQUI|43303
28312|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43304
28313|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43305
28314|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43306
28315|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43307
28316|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43308
28317|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43309
28318|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43310
28319|TARQUI|43311
28320|CARBO (CONCEPCIÓN)|43312
28321|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43313
28322|SALINAS, CABECERA CANTONAL|43314
28323|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43315
28324|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43316
28325|SAMBORONDÓN, CABECERA CANTONAL|43317
28326|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43318
28327|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43319
28328|QUEVEDO, CABECERA CANTONAL|43320
28329|ANGEL PEDRO GILER (LA ESTANCILLA)|43321
28330|CHONGON|43322
28331|MILAGRO, CABECERA CANTONAL|43323
28332|PEDERNALES, CABECERA CANTONAL|43324
28333|ALFREDO BAQUERIZO MORENO (JUJAN), CAB CANTONAL|43325
28334|MILAGRO, CABECERA CANTONAL|43326
28335|MANTA, CABECERA CANTONAL|43327
28336|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43328
28337|COLONCHE|43329
28338|MANGLARALTO|43330
28339|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43331
28340|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43332
28341|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43333
28342|TARQUI|43334
28343|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43335
28344|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43336
28345|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43337
28346|TARIFA|43338
28347|LA PUNTILLA (SATÉLITE)|43339
28348|TARQUI|43340
28349|TARQUI|43341
28350|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43342
28351|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43343
28352|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|43344
28353|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43345
28354|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43346
28355|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43347
28356|CHARAPOTÓ|43348
28357|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43349
28358|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43350
28359|MANTA, CABECERA CANTONAL|43351
28360|PASAJE, CABECERA CANTONAL|43352
28361|SALINAS, CABECERA CANTONAL|43353
28362|MANTA, CABECERA CANTONAL|43354
28363|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43355
28364|MONTECRISTI|43356
28365|SAN ISIDRO|43357
28366|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43358
28367|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43359
28368|SANTA ROSA (CABECERA CANTONAL)|43360
28369|CARBO (CONCEPCIÓN) |43361
28370|CRUCITA|43362
28371|MANTA, CABECERA CANTONAL|43363
28372|SALINAS, CABECERA CANTONAL|43364
28373|LA PUNTILLA (SATÉLITE)|43365
28374|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43366
28375|SANTA ROSA (CABECERA CANTONAL)|43367
28376|TARQUI|43368
28377|SAMBORONDÓN, CABECERA CANTONAL|43369
28378|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43370
28379|PEDERNALES, CABECERA CANTONAL|43371
28380|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43372
28381|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43373
28382|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43374
28383|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43375
28384|MANTA, CABECERA CANTONAL|43376
28385|MANTA, CABECERA CANTONAL|43377
28386|MANGLARALTO|43378
28387|HUAQUILLAS, CABECERA CANTONAL|43379
28388|MANTA, CABECERA CANTONAL|43380
28389|12 DE MARZO|43381
28390|MANTA, CABECERA CANTONAL|43382
28391|MANTA, CABECERA CANTONAL|43383
28392|MANTA, CABECERA CANTONAL|43384
28393|MANTA, CABECERA CANTONAL|43385
28394|MANTA, CABECERA CANTONAL|43386
28395|MANTA, CABECERA CANTONAL|43387
28396|MANTA, CABECERA CANTONAL|43388
28397|SALINAS, CABECERA CANTONAL|43389
28398|MANTA, CABECERA CANTONAL|43390
28399|MANTA, CABECERA CANTONAL|43391
28400|MANTA, CABECERA CANTONAL|43392
28401|MANTA, CABECERA CANTONAL|43393
28402|MANTA, CABECERA CANTONAL|43394
28403|PUERTO BOLÍVAR|43395
28404|EL GUABO, CABECERA CANTONAL|43396
28405|MANTA, CABECERA CANTONAL|43397
28406|CRUCITA|43398
28407|MANTA, CABECERA CANTONAL|43399
28408|SARACAY|43400
28409|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43401
28410|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43402
28411|PUERTO LÓPEZ, CABECERA CANTONAL|43403
28412|HUALTACO|43404
28413|LA SUSAYA|43405
28414|MANTA, CABECERA CANTONAL|43406
28415|JARAMIJÓ, CABECERA CANTONAL|43407
28416|MANTA, CABECERA CANTONAL|43408
28417|PUERTO LÓPEZ, CABECERA CANTONAL|43409
28418|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43410
28419|LA LIBERTAD, CABECERA CANTONAL|43411
28420|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43412
28421|MANTA, CABECERA CANTONAL|43413
28422|MANTA, CABECERA CANTONAL|43414
28423|SAN LORENZO DE JIPIJAPA|43415
28424|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43416
28425|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43417
28426|MANTA, CABECERA CANTONAL|43418
28427|SALINAS, CABECERA CANTONAL|43419
28428|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43420
28429|NARANJAL, CABECERA CANTONAL|43421
28430|PUERTO LÓPEZ, CABECERA CANTONAL|43422
28431|SANTA ROSA (CABECERA CANTONAL)|43423
28432|HUAQUILLAS, CABECERA CANTONAL|43424
28433|MANTA, CABECERA CANTONAL|43425
28434|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43426
28435|SALANGO|43427
28436|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43428
28437|SALINAS, CABECERA CANTONAL|43429
28438|VENTANAS, CABECERA CANTONAL|43430
28439|TARQUI|43431
28440|MANGLARALTO|43432
28441|MANGLARALTO|43433
28442|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43434
28443|MANTA, CABECERA CANTONAL|43435
28444|MANTA, CABECERA CANTONAL|43436
28445|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43437
28446|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43438
28447|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43439
28448|CHONGON|43440
28449|MANTA, CABECERA CANTONAL|43441
28450|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|43442
28451|LA LIBERTAD, CABECERA CANTONAL|43443
28452|EL CARMEN, CABECERA CANTONAL|43444
28453|ELOY ALFARO (DURÁN), CABECERA CANTONAL|43445
28454|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|43446
28455|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43447
28456|MANTA, CABECERA CANTONAL|43448
28457|YAGUACHI NUEVO,SAN JACINTO DE JAHUACHI,CAB CANTONAL|43449
28458|SANTA ROSA (CABECERA CANTONAL)|43450
28459|QUEVEDO, CABECERA CANTONAL|43451
28460|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43452
28461|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|43453
28462|SANTA ROSA (CABECERA CANTONAL)|43454
28463|SANTA ROSA (CABECERA CANTONAL)|43455
