idEstablecimiento|nombre_esta|clasificacion|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|id_servicios
42253|OMETOUR CIA.LTDA.|AGENCIA DE VIAJES DUAL|MANABí OE3-304 Y LOS NOGALES|PASAJE MANABI|987237090|987237090|ometour@hotmail.com|www.ometour.com|191|64462
42254|IL RISOTTO LOUNGE|RESTAURANTE|FRANCISCO DE ORELLANA E11-60 Y AV. 12 DE OCTUBRE|A LADO DEL LUCIA PIE HOUSE|5,94E+11|5,94E+11|maytealmeidam@gmail.com||246|64463
42255|TRIPIFY|AGENCIA DE VIAJES DUAL|AV. DE LOS SHYRIS N35-174 Y SUECIA|FRENTE AL PARQUE LA CAROLINA|26055701|26055701|contraloria@acquabeach.club||149|64464
42256|LOVE ME|DISCOTECA|DIEGO DE ALMAGRO n32-240 y PEDRO PONCE CARRASCO|A MEDIA CUADRA DE LA PLAZA ARGENTINA|998332586|998332586|carlosbuitron@yahoo.com||178|64465
42257|LOVE ME|RESTAURANTE|DIEGO DE ALMAGRO N32-240 y PEDRO PONCE CARRASCO|A MEDIA CUADRA DE LA PLAZA ARGENTINA|999977828|983361708|carlosrbuitron@yahoo.com||166|64466
42258|GIRA TOURS CIA. LTDA.|AGENCIA DE VIAJES DUAL|JUAN LEÓN MERA 605 Y ROCA|AL LADO DE FISCALIA DE PICHINCHA|22372244|995230520|g0728@hotmail.com||144|64467
42259|ANDES BREW PUB|RESTAURANTE|francisco de orellana 350-E4 y LUIS GARZóN|A UNA CUADRA DE LA PLAZA DE CUMBAYÁ|22807830|969040797|jhonmoncayo13@gmail.com||238|64468
42260|TIME TO TRAVEL|AGENCIA DE VIAJES DUAL|LEON JUAN MERA N26-61 Y PINTA|A MEDIA CUADRA DEL CONSULADO DE ESPAÑA|22230176|22230176|timetotravel.cialtda@gmail.com||208|64469
42261|LITTLE ITALY PIZZA|RESTAURANTE|ANDALUCíA E12-76 y FRANCISCO SALAZAR|JUNTO AL CHACAL SPORTS|999827203|999827203|zbrquito@outlook.com|www.littleitaly.com.ec|192|64470
42262|SABAI|RESTAURANTE|OSWALDO GUAYASAMÍN E4-145 Y SIENNA|A 100 METROS DEL CENTRO COMERCIAL SCALA SHOPPING|0|999018961|susanamosquera@hotmail.com||120|64471
42263|SABAI|BAR|whymper n27-41 y orellana|ESQUINA DE ORELLANA Y WHYMPER|999018961|999018961|mariasusanamos@gmail.com||225|64472
42264|SABAI|RESTAURANTE|whymper n27-41 y orellana|ESQUINA DE ORELLANA Y WHYMPER|0|999018961|mariasusanamos@gmail.com||248|64473
42265|GOL|TRANSPORTE AÉREO|VIA SANTA ROSA SN y VIA YARUQUI|AEROPUERTO MARISCAL SUCRE OFICINA 19|987007530|987007530|rbaca@nmslaw.com.ec||129|64474
42266|CHECKIN VIAJES Y TURISMO|AGENCIA DE VIAJES DUAL|ISLA SALANGO 1 AV. GRAL ENRIQUEZ|EDIFICIO PALAZZO VENEZIA PB ESTA UBICADO UNA CUADRA ANTES DE LA CLINICA SAN RAFAEL FRENTE AL RESTAURANT CHINO GRANTS|994482838|999586739|mgarrido@checkingroup.com|www.checkingroup.com|189|64475
42267|ST. GREGORY AGENCIA DE VIAJES|AGENCIA DE VIAJES DUAL|ÚLTIMAS NOTICIAS N38-17 Y BRÚJULA|A UNA CUADRA AL NORTE DE LA RENAULT|996440161|996440161|cneo64@gmail.com||162|64476
42268|LEYENDAS NOCTURNAS|OPERADOR TURÍSTICO|CHILE OE6-201 e IMBABURA|DIAGONAL AL COLEGIO SAN PEDRO PASCUAL|998954141|998954141|karina.jaya@hotmail.com|www.leyendasnocturnas.com|199|64477
42269|NACHO CLIMBING ECUADOR|OPERADOR TURÍSTICO|VICENTE RAMON ROCA E8-50 y 6 DE DICIEMBRE|CERCA AL HOTEL 6 DE DICIEMBRE|968152525|968152525|adrianaerazo2000@yahoo.es@yahoo.es||138|64478
42270|THE BOX N° 6|BAR|francisco de orellana s/n y juan montalvo|PLAZA COELHO|999040800|999040800|marco.rosero.n@gmail.com||153|64479
42271|SERTRATUR|TRANSPORTE TERRESTRE|CALLE GONZALES SUÁREZ Y MODESTO PEÑAHERRERA||||||176|64480
42272|LIFE TRAVELLING|AGENCIA DE VIAJES DUAL|AV. ELOY ALFARO SN y MARIANA DE JESúS|PLANTA BAJA EL BANCO INTERNACIONAL|998538964|998538964|valeriab@lifeistravelling.com||124|64481
42273|GALÁPAGOS PRO|OPERADOR TURÍSTICO|FRANCISCO SALAZAR E12-158 Y VALLADOLID|A UNA CUADRA RESTAURANTE LA GLORIA|23230176|958957982|alexander@galapagos-pro.com|www.galapagos-pro.com|203|64482
42274|HARMONY TOUR|AGENCIA DE VIAJES DUAL|AV. DE LOS SHYRIS N36-120 y AV. NACIONES UNIDAS|FRENTE AL PARQUE LA CAROLINA|995856090|999980476|administracion@harmony-tour.com||180|64483
42275|FOCH BURGUER|RESTAURANTE|MARISCAL FOCH E5-39 y JUAN LEóN MERA|A MEDIA CUADRA DE LA PLAZA FOCH|981598188|969184815|hekmatsehnawi165@gmail.com||159|64484
42276|NATIVOS TRAVELS|AGENCIA DE VIAJES DUAL|GIL RAMIREZ DAVALOS E4-61 y av. AMAZONAS|FRENTE A UPC DE LA RAMREZ DAVALOS|998307214|998307214|declaracionuio@gmail.com|www.nativostravels.com|168|64485
42277|MULTITRAVEL|AGENCIA DE VIAJES DUAL|av. colón E3-12 Y RáBIDA|DIAGONAL AL RESTAURANTE COLUMBIA|987416414|994988964|alejma_1995@hotmail.com||166|64486
42278|MARGARITA TRAVEL MMGTRAVEL CIA.LTDA|AGENCIA DE VIAJES DUAL|AV. GRAL PINTAG CASA2 MZ3 ANTONIO TANDAZO|FRENTE AL CONJUNTO CASHAPAMBA|22091766|987270181|vivianamargarita.sarmiento@gmail.com||184|64487
42279|OPERADORA DE TURISMO NACIONAL E INTERNACIONAL WYLCAMSS CIA.LTDA|AGENCIA DE VIAJES DUAL|AV MARISCAL SUCRE 1 Y BELISARIO|FRENTE AL EDIFICIO DE ENCOMIENDA DE TERMINAL QUITUMBE|992843655|992843655|kcamacho094@gmail.com||125|64488
42280|LUCIANO RESTAURANTE|RESTAURANTE|Av. Victor Cartagena sn 24 de mayo|A una cuadra de la gasolinera petrocondor|963448242||administracion@lucianorestaurante.com||234|64489
42281|TRAVEL INNOVATION|AGENCIA DE VIAJES INTERNACIONAL|BRICEÑO OE1-171 Y VARGAS|FRENT AL INGRESO LATERAL DL BANCO CENTRAL|22282381|999968095|travelinnovationtamc@gmail.com||236|64490
42282|ECUADOR TRAVEL COMPANY|AGENCIA DE VIAJES DUAL|ANDALUCÍA 324 Y FRANCISCO GALAVIS|AL FRENTE DEL COLEGIO QUINTILLANO SÁNCHEZ|998829941|996754195|info@quitocitytour.travel||226|64491
42283|HOTEL NASS SOL DE QUITO|HOTEL|ALEMANIA N30-170 y VANCOUVER|DOS CUADRAS AL SUR DE LA EPMAPS|983506377|983506377|hotelnasssoldequito@gmail.com||221|64492
42284|MAGNA TRAVESÍA AGENCIA DE VIAJES|AGENCIA DE VIAJES DUAL|AV. ELOY ALFARO N34-44 y FERNANDO AYARZA|JUNTO A SEGUROS EQUINOCCINAL|984510408|22828360|sky4gd.arwen@hotmail.com||107|64493
42285|FUNNY TRAVEL TOUR OPERADOR|AGENCIA DE VIAJES DUAL|AV. REPúBLICA DEL SALVADOR 1069 y AV. NACIONES UNIDAS|DIAGONAL AL HOTEL SHERATON|25121282|999100594|gciafunnytravel@gmail.com||186|64494
42286|GLOBAL TOURING ECUADOR|OPERADOR TURÍSTICO|ALEMANIA E3-57 y LAS GUAYANAS|A DOS CUADRAS DEL HOTEL WYNDHAN GARDEN DE QUITO|22457551|995109645|gerencia@globaltouringecuador.com||199|64495
42287|JERVIS CAFÉ DELICATESSEN|CAFETERÍA|GUIPUZCOA E14-27 y LUGO|A MEDIA CUADRA DEL FUIRECICLADO|22555106|984584552|cafejervis@gmail.com||242|64496
42288|OCEANEXPLORER S.A.|AGENCIA DE VIAJES DUAL|AV. SHYRIS N36-188 Y AV. NACIONES UNIDAS|AL FRENTE DEL QUICENTRO|22926119|939938277|sminaca@bluespirit.world||144|64497
42289|ÑUKA TAMAJU|AGENCIA DE VIAJES DUAL|AV. REPÚBLICA DE EL SALVADOR N36-1963 Y AV. NACIONES UNIDAS|HOTEL SHERATON|982311964|982311964|agenciatamaju@gmail.com||213|64498
42290|DECA DISCOVER & TRAVEL|AGENCIA DE VIAJES INTERNACIONAL|LA PINTA E5-38 y JUAN LEóN MERA|LA MARISCAL|994971027|994971027|juandiego.delosreyes@outlook.com||223|64499
42291|TERRA LUNA|HOSTERÍA|via a canoayacu SN SN|BARRIO AMAZONAS|995851881||reservaciones@terralunalodge.com||111|64500
42292|COTOPAXI SANCTUARY LODGE|LODGE|VÍA DE LOS VOLCANES S/N Y VÍA UBILLUS|VÍA A LOS VOLCANES SECTOR UBILLÚS, DIRECCIÓN A LA ENTRADA NORTE DEL PARQUE NACIONAL COTOPA|0|993480287|cesar_chiluisa@yahoo.com|www.cotopaxisanctuarylodge.com|157|64501
42293|PEDERFRAILES TOURS|OPERADOR TURÍSTICO|MALECON S/N PLAZA ACOSTA|BAJOS DEL HOSTAL AIRE LIBRE||988847745|21kevinmacias@gmail.com||231|64502
42294|AYAMONA FOOD & DRINKS|RESTAURANTE|MARISCAL FOCH E10-37 y TAMAYO|A UNA CUADRA DEL SUPERMAXI|961144299|961144299|qus-boi@hotmail.com||202|64503
42295|ZAVALITA|RESTAURANTE|FRANCISCO DE ORELLANA E2-163 Y JUAN MONTALVO|FRENTE AL PARQUE CENTRAL|22892316|22892316|info@zavalita.com||173|64504
42296|ECUADOR SOUTH ADVENTURE|OPERADOR TURÍSTICO|ROSA ZáRATE SN y JOSé GRAV|SECTOR VILLA VEGA|24518383|996175241|vero.montaluisa@gmail.com|www.ecuadorsouthadventure.com|209|64505
42297|VIAJES Y TURISMO CHAUPI MUNDO CHAUPIMUNDOCOM CIA. LTDA.|OPERADOR TURÍSTICO|AV. EQUINOCCIAL E1-117 Y AV. MANUEL CÓRDOVA GALARZA|FRENTE AL PARQUE LA UNA SUR|23432069|987319915|patricioduckparedes@hotmail.com||135|64506
42298|ECUADOR BEST TOURS|OPERADOR TURÍSTICO|pasaje duque 1590 y josé ignacio gallardo|200 MTS. AL SUR DE LA CALLE 24 DE MAYO|23895480|984032842|gabrielarojas@ecuadorbesttours.com|www.ecuadorbesttours.com|217|64507
42299|ALITAS BENDITAS|RESTAURANTE|AV. DE LOS SHYRIS N35-134 Y PORTUGAL|TRIBUNA DE LOS SHYRIS|999932755|999932755|yo_correa4@hotmail.com||232|64508
42300|PULCINELLA|RESTAURANTE|Av. República del salvador N35-33 Y av. Portugal|DIAGONAL A JUAN VALDEZ|22456200|990562828|gerenciapulcinellas@gmail.com||206|64509
42301|VIKINCA TRAVEL|OPERADOR TURÍSTICO|BOSMEDIANO E13-09 Y CARLOS JATIVA|A DOS CUADRAS DEL CONSEJO NACIONAL ELECTORAL|992507587|992507587|info@vikincatravel.com|www.vikincatravel.com|187|64510
42302|AVEAZUL INTERNACIONAL|AGENCIA DE VIAJES DUAL|CALLE OE8 S13-33 Y PUNTA ARENAS|A 3 CUADRAS DE LAS CANCHAS BATALLÓN CHIMBORAZO|26014181|999349759|jgflores2003@yahoo.com|www.aveazulinternacional.com|219|64511
42303|THE LOVERS|RESTAURANTE|ISABEL LA CATóLICA N24-715 y CORUÑA|DIAGONAL AL REDONDEL PLAZA ARTIGAS|984813998|984304239|bussgen@hotmail.com||143|64512
42304|INKA BURGER|RESTAURANTE|la pradera S/N y av. república|EN LA PLAZA PRADERA|958952907|958952907|inkapradera@gmail.com||167|64513
42305|INKA BURGER|RESTAURANTE|MALDONADO S/N y EL ASADOR|C C EL RECREO PATIO DE COMIDAS RECREO PLAZA|22610125|984250439|administracion@inka.com.ec||150|64514
42306|SOVISTOURECUADOR CIA.LTDA.|AGENCIA DE VIAJES DUAL|AV. 6 DE DICIEMBRE N26-97 Y N25|DIAGONAL AL MULTICENTRO|22502906|22502906|info@sovistourecuador.com||210|64515
42307|CASA ANGUS CARNICERÍA & GRILL|RESTAURANTE|calle OE7 S2-01 y FRANCISCO DE ORELLANA|JUNTO AL COLEGIO EL SAUCE|5,93969E+11|5,93984E+11|conniechinchilla@gmail.com, bperez@abocacia.com, ddiaz@abocacia.com||203|64516
42308|ACIERTOECUADOR CIA.LTDA.|AGENCIA DE VIAJES MAYORISTA|Jorge erazo N52-55 Y AV. La Florida|SECTOR LA FLORIDA|26002113|999926619|fcalderon@acierto-mre.com||186|64517
42309|REAL DREAMS TOUR|OPERADOR TURÍSTICO|JUAN CUELLAR E2-50 Y FRANCISCO FRAGA|A UNA CUADRA DE LA IGLESIA DE TANDA|992912810|992541812|gerencia@dreamsecuador.com|www.dreamsecuador.com|137|64518
42310|GAIA RESTOBAR KARAOKE|RESTAURANTE|ELOY ALFARO N34-25 y PORTUGAL|BELLAVISTA, FRENTE A EDIFICIOS CARALINA PARK|998391644|22467882|gaiabarkaraoke@gmail.com||184|64519
42311|IBEROSOL SERVICIOS TURÍSTICOS INTERNACIONALES IBEROSOL-STI C.A.|AGENCIA DE VIAJES MAYORISTA|AV. COLÓN E8-57 Y DIEGO DE ALMAGRO|FRENTE AL IESS ED EL CISNE OF 04 PB|998341234|997283314|fanny@iberosol.com||152|64520
42312|SUMAK TRAVEL|AGENCIA DE VIAJES DUAL|VEINTIMILLA E5-13 y JUAN LEóN MERA|EDIFICIO WANDEMBERG PISO3 OF 301|984655513|984655513|a.sumaktravel@gmail.com|www.sumaktravel.com|192|64521
42313|GOLDEN PARADISE VIP|AGENCIA DE VIAJES DUAL|EL TIEMPO N38-53 y EL TELéGRAFO|ESQUINA. DETRÁS DEL COLEGIO LA CONDAMINE.|984354364|25121906|juanyainierdf@hotmail.com||159|64522
42314|NMVIAJES|AGENCIA DE VIAJES INTERNACIONAL|AV. DE LOS SHYRIS N32-218 Y ELOY ALFARO|EDIFICIO PARQUE CENTRAL PISO 5|23825618|23825817|jascivan-carvalho@condortravel.com|www.nmviajes.com|120|64523
42315|JOSÉ EL CAPITÁN CANGREJO|RESTAURANTE|LUIS CORDERO E12-22 Y ANDALUCIA|A UNA CUADRA DEL SWISSOTEL QUITO|25134557|999811897|jesparza007@hotmail.com||178|64524
42316|4ZONESTOURS|OPERADOR TURÍSTICO|MANUEL GUIZADO OE8-20 y PEDRO DE ALVARADO|DOS CUADRAS DEL PARQUE LEGARDA|26038882|983309696|karina.e.skorova@gmail.com|www.4zonestours.com|190|64525
42317|EL FORASTERO CHILLOGALLO|RESTAURANTE|LUIS LóPEZ OE7-35 y AV MARISCAL SUCRE|PLANTA BAJA DEL HOSTAL MARISCAL|998615344|999360382|fmt234_@hotmail.com||195|64526
42318|DJANGO|BAR|REINA VICTORIA N26-69 y PINTA|JUNTO AL GIMNASIO MCKENSIES|984806645|984806645|adm.labdecerveza@gmail.com||170|64527
42319|DJANGO|RESTAURANTE|REINA VICTORIA N26-69 Y PINTA|JUNTO AL GIMNASIO MCKENSIES|22443552|984806645|adm.labdecerveza@gmail.com||238|64528
42320|"HANGA ROA TOURS COMPAÑÍA LIMITADA ""HANGAROATOURSCOM"""|AGENCIA DE VIAJES DUAL|VEINTIMILLA E4-151 Y AMAZONAS|ED AMAZONAS PISO 3 OF 306|0|963088731|hangaroatours@gmail.com|www.hangaroatours.com|199|64529
42321|TRAVEMPORIUM S.A|AGENCIA DE VIAJES DUAL|AV. P.J. MENENDEZ G 100 PUERTO SANTA ANA|Planta baja del hotel Wyndham|989832058||legalgye@travemporium.com|www.travemporium.com|114|64530
42322|TRAVEMPORIUM S.A.|AGENCIA DE VIAJES DUAL|GASPAR DE VILLARROEL E10-121 y AV. 6 DE DICIEMBRE|FRENTE AL MINISTERIO DEL DEPORTE, PARADA ECOVIA LOS SAUCES|26019985|987021162|legal@travemporium.com|www.travemporium.com|176|64531
42323|MAR Y LUNA COCINA PERUANA|RESTAURANTE|AV CORUÑA N24-114 y RAFAEL LEóN LARREA|CIEN METROS AL NORTE DEL REDONDEL DE LA FLORESTA|984634270|984634270|ja.castro@marylunacocinaperuana.com||147|64532
42324|WEIDMANN & FRANCO EMPANADAS CHILENAS|CAFETERÍA|Av. Manuel CÓrdova Galarza OE5-74 Y EL VERGEL|UNA CUADRA DE LA GASOLINERA MAS GAS|986231094|986231094|echilenas@outlook.com||244|64533
42325|SECRET SOCIETY|BAR|AV. DE LA REPúBLICA E7-34 Y LA PRADERA|JUNTO AL EDIFICIO DE MOVISTAR|0|998332586|padrealmeida-59@hotmail.com||187|64534
42326|EL PUÑAL - SECRET SOCIETY - CAMARÓN REVENTADO|RESTAURANTE|AV. REPÚBLICA E7-34 Y LA PRADERA||0|984894102|padrealmeida-59@hotmail.com||192|64535
42327|LA PLAYA ACAI BAR|RESTAURANTE|ELOY ALFARO S1-61 Y FRANCISCO DE ORELLANA|A UNA CUADRA DE LA PIZZERIA ITALI|993169685|993169685|laplayaecu@gmail.com||131|64536
42328|SOMOS|RESTAURANTE|AV. ELOY ALFARO N34-421 y AV. PORTUGAL|A UNA CUADRA DE LA IGLESIA FATIMA|988219104|988219104|lorena@somos.one||136|64537
42329|VIP TOURISM GROUP VTG SA|AGENCIA DE VIAJES MAYORISTA|FRANCISCO ANDRADE MARIN N32C y av. ELOY ALFARO|A UJA CUADRA DE TROFEOS CASTRO|23815940|23815940|amorales@mvevip.com||120|64538
42330|PLUS ULTRA|TRANSPORTE AÉREO|AV. ORELLANA E9-195 y 6 DE DICIEMBRE|DIAGONAL AL C C MULTICENTRO|23819988|999565499|rbaca@nmslaw.com.ec||227|64539
42331|ALEF SERVICIOS|RESTAURANTE|FRANCISCO DE ORELLANA E10-114 Y AV. CORUÑA|A 50M DE LA PANADERÍA ARENAS|23564464|987231807|alef.quito@gmail.com||167|64540
42332|LATIN AMERICAN ALPINE|OPERADOR TURÍSTICO|PASAJE LOS ÁNGELES E3-19 Y ELOY ALFARO|CLÍNICA PASTEUR|939038138|939038138|marc@latinamericanalpine.com||172|64541
42333|EWD ECUADOR WEDDING DESTINATION|AGENCIA DE VIAJES DUAL|JOSÉ CALAMA OE8-07 Y DIEGO DE ALMAGRO|"JUNTO A LA FLORERIA ""LA ORQUIDEA"" - PRINCIPAL"|22450177|999020726|carolina.muzo@ecuadorweddingdestination.com||126|64542
42334|GARDENS|DISCOTECA|LA PRADERA E8-52 Y DIEGO DE ALMAGRO|JUNTO A LA POLICÍA JUICIAL DE TRÁNSITO|999654684|984250439|gerenciagardens@gmail.com||161|64543
42335|GARDENS|RESTAURANTE|LA PRADERA E8-52 y DIEGO DE ALMAGRO|JUNTO A LA POLICÍA JUDICIAL DE TRÁNSITO|958893477|958893477|vanessamera1991@gmail.com||111|64544
42336|GRAND ROYAL TRIPS S.A.|OPERADOR TURÍSTICO|CALLE N74C LOTE E4-08 Y CALLE E4|JUNTO AL TERMINAL TERRESTRES DE CARCELÉN|994676413|994676413|asistgerencia@grupograndes.com||173|64545
42337|SOLVIAJES COTOPAXI WORLD TOURS|AGENCIA DE VIAJES DUAL|AMAZONAS N24-255 Y AV COLÓN|FRENTE AL BANCO PICHINCHA|987645845|992669134|hermelmonta@yahoo.es|www.cotopaxiworldtours.com|230|64546
42338|WORLD IN YOUR HANDS|AGENCIA DE VIAJES DUAL|vicente aguirre OE3-114 y antonio ulloa|JUNTO A EDIFICIO AMARILLO CON VERDE|25147984|998975785|luis_mfreire@hotmail.com||151|64547
42339|NEMO MARTINICA|TRANSPORTE MARITIMO Y FLUVIAL|JUAN LEON MERA Nro. 350 Y MARCHENA||995296085||freedomcruisesgps@gmail.com||155|64548
42340|TUCAYA ECUADOR|OPERADOR TURÍSTICO|NÚÑEZ DE BONILLA OE6-86 y DÍAZ DE ARMENDARIS|LA GASCA|998588608|998588608|ecuador@tucaya.com|www.tucayatravel.com|231|64549
42341|HUMMING TRAVEL|AGENCIA DE VIAJES DUAL|PANAMERICANA NORTE OE9-299 Y GARCÍA MORENO|DIAGONAL A OFICINAS DE LA COCA COLA|22824400|997882659|hummingtravel.ecuador@gmail.com|www.hummingtravel-ecuador.com|147|64550
42342|FIGHT OR FLIGHT ADVENTURE TRAVEL CIA LTDA|OPERADOR TURÍSTICO|ANTONIO JOSÉ DE SUCRE OE6-94 Y CATON CÁRDENAS|JUNTO A TATA, EX DIARIO HOY|0|991330118|fightorflightec@yahoo.com||126|64551
42343|SOTO LOUNGE|RESTAURANTE|TOLEDO N24-81 MADRID|SECTOR LA FLORESTA, FRENTE A DECO ARTE CORTINAS|23340855|992922641|sotolounge@gmail.com||174|64552
42344|GRUPO NOVA|AGENCIA DE VIAJES DUAL|AV. COLÓN E4-105 Y AV. 9 DE OCTUBRE|JUNTO A PAPELERIA SUPER PACO|992979467|22227594|reservas@novatravelgroup.com||111|64553
42345|CUYABENO TUCAN LODGE|LODGE|RIO CUYABENO N/A RIO CUYABENO|A UN KILOMETRO LAGUNAS CUYABENO||980915191|diegomorales20@hotmail.com|www.cuyabenotucanlodge.com|197|64554
42346|COLIBRÍ ADVENTURES|AGENCIA DE VIAJES DUAL|francisco de caldas e1-106 y los ríos|DIAGONAL IGLESIA DE SAN BLAS|22288759|980915191|diegomorales20@hotmail.com||247|64555
42347|NATIVO PROGRESSIVE LOUNGE|RESTAURANTE|PAÚL RIVET N30-145 Y José orton|FRENTE A ZINC GASTRO BAR|994206798|994206798|perisvacompania@gmail.com||247|64556
42348|LA CONDESA RESTAURANTE|RESTAURANTE|francisco de orellana s/n y juan montalvo|FRENTE AL GAD MUNICIPAL|22390289|988514380|grv24@hotmail.com||143|64557
42349|TAC & ROLL|RESTAURANTE|AV. REPúBLICA del salvador N35-182 Y SUECIA||22257421|979194168|ligiabejarano@hotmail.com||170|64558
42350|RACÓ GAUDÍ|RESTAURANTE|LUIS CORDERO E4-133 Y JOAQUÍN PINTO|FRENTE AL RESTAURANTE BUEN COMER|22416425|999941321|compactbusiness@hotmail.com||127|64559
42351|GO MOMPICHE EXPERIENCE|OPERADOR TURÍSTICO|VIA PORTETE 102 SECUNDARIA|A TRECIENTOS METROS DEL HOTEL DECAMERON MOMPICHE||999446726|froman@bimerecu.com|www.gomompicheexperience.com|173|64560
42352|SANTANA TASTING LOUNGE|RESTAURANTE|pucará 289 Y santa ana|ESQUINA|999731985|986636570|administracion@santanabc.com||139|64561
42353|SANTANA EL POTRERO|RESTAURANTE|PA S/N Y L5ND2|DIAGONAL AL COLEGIO SPELLMAN|996615057|999731985|carmen@santanabc.ec||131|64562
42354|SANTANA SCALA|RESTAURANTE|INTEROCEáNICA S/N y PRIMAVERA (C.C. SCALA SHOPPING)|JUNTO AL HOSPITAL DE LOS VALLES|0|999731985|contabilidad@santanabc.com||143|64563
42355|FOUR WORLDS TOUR OPERATOR|OPERADOR TURÍSTICO|PORTOVIEJO OE1-07 y AV. PEREZ GUERRERO|FRENTE AL HOSPITAL INGLES|22840339|984253329|marcelabunce11@gmail.com||156|64564
42356|GALAPAGOS FUN TRIP|AGENCIA DE VIAJES DUAL|VENEZUELA N5-60 Y MEJÍA|JUNTO A LA REPÚBLICA DE CACAO|978635003|999970776|tefa_3783@hotmail.com||207|64565
42357|MONKEY HOUSE|HOTEL|PAUL RIVET N30-98 y JOSE ORTON|IGLESIA LA PAZ|26000587|983975633|betoleonportilla@gmail.com||248|64566
42358|POKE|RESTAURANTE|DIEGO DE ROBLES S/N y VíA INTEROCEANICA|A LADO DEL BANCO PICHINCHA|993652604|993652604|mn_servicioscontables@hotmail.com||152|64567
42359|POKE|RESTAURANTE|AV. NACIONES UNIDAS S/N Y 6 DE DICIEMBRE|PATIO DE COMIDAS DEL CENTRO COMERCIAL QUICENTRO NORTE|0|987742924|info@poke.ec||174|64568
42360|VICTORIAVIAJES CÍA. LTDA.|AGENCIA DE VIAJES MAYORISTA|NACIONES UNIDAS OE3-150 Y VERACRUZ|DREAM PLAZA PISO 1|26050770|984016887|info@victoriaviajes.com.ec|www.victoriaviajes.com|169|64569
42361|WINTRAVEL|OPERADOR TURÍSTICO|VICENTE RAMóN ROCA E4-49 y AV. AMAZONAS|JUNTO AL HOTEL MERCURIE|25125990|0|pato666g@hotmail.com|www.wintravelec.com|121|64570
42362|CHIVA DE MI PUEBLO LA|TRANSPORTE TERRESTRE|CLEMENTE MUÑOZ, MIRAFLORES VIA A BAHIA, SITIO SAN CLEMENTE||987025497||info@lachivademipueblo.com|www.lachivademipueblo.com|221|64571
42363|MINJOY|OPERADOR TURÍSTICO|VIA AL MARIPOSARIO SN S/N|JUNTO A HOSTERIA CASA BLANCA|22273560|999803380|marcelocarrerag@hotmail.com||134|64572
42364|WE-REPS TRAVEL|AGENCIA DE VIAJES MAYORISTA|JORGE DROM N39-44 Y PEREIRA|DIAGONAL AL MERCADO IÑAQUITO|22444438|998139274|diego@werepstravel.com|www.werepstravel.com|190|64573
42365|EL HORNERO|RESTAURANTE|AV NATALIA JARRIN S 1 - 73 JUNIN|FRENTE AL BANCO DEL PACIFICO|22309605|997580851|acconting_factory@hotmail.com||135|64574
42366|PIZZERIA HORNERO|RESTAURANTE|AV. NATALIA JARRIN S 1-73 JUNIN|FRENTE AL BANCO PACIFICO|992522382||administracionelhornero@sachaflor.com|https://www.pizzeriaelhornero.com.ec|115|64575
42367|LA CANTINA FRANCESA|RESTAURANTE|ROBLES E9-70 y LUIS TAMAYO|DIAGONAL AL COLEGIO SANTA MARIANA DE JESUS|962647442|962647442|lacantinafrancesaquito@gmail.com||222|64576
42368|LA FALDA ES DE LA VACA|RESTAURANTE|REPÚBLICA DEL SALVADOR N36-109 Y SUECIA||983358076|995977216|latinogourmetadm@gmail.com||244|64577
42369|CURLY AND PIZZA|RESTAURANTE|naciones unidas 271 y AV. DE LOS SHYRIS|FRENTE AL QUICENTRO|999895488|999895488|curlyandpizza@gmail.com||164|64578
42370|RÍO DELFIN EXPEDITIONS RIDEXP S.A.|OPERADOR TURÍSTICO|ORILLAS DEL RIO NAPO S/N PARQUE YASUNÍ LAND|AL LADO DEL PARQUE YASUNI LAND||990657053|jacobtangoy@gmail.com||146|64579
42371|BREAK POINT - FOOD & DRINKS|RESTAURANTE|FRANCISCO DE ORELLANA 1004 Y DIEGO DE ALMAGRO|ESQUINA DENTRO DEL CIRCULO MILITAR|982100833|982100833|nan-cazares@hotmail.com||187|64580
42372|INTI TOURS EQUINOCCIAL|OPERADOR TURÍSTICO|EQUINOCCIAL E1-64 y manuel córdova GALARZA|FRENTE AL PARQUE UNASUR|983285072|983285072|aguirrestalin78@gmail.com|www.intitoursequinoccial.com|121|64581
42373|WORLD TRAVEL VIP|AGENCIA DE VIAJES DUAL|AV. 12 DE OCTUBRE N24-562 y LUIS CORDERO|LATERAL AL SWISSOTEL|22221243|998058795|worldtravelvipcorp@gmail.com||145|64582
42374|Galapagos E-Bikeandsmile cia ltda|OPERADOR TURÍSTICO|12 DE FEBRERO 142 AV. CHARLES DARWIN|JUNTO A CAFETERIA LIMON Y CAFÉ|2100122__|985586612|info@bikeandsmile.com||186|64583
42375|FABIÁN ZURITA AIRE LIBRE|OPERADOR TURÍSTICO|AV. 6 DE DICIEMBRE N14-38 y SODIRO|DIAGONAL AL PARQUE LA ALAMEDA|998740482|987404829|organizacionzurita@gmail.com||164|64584
42376|ITSTOURS CIA. LTDA.|AGENCIA DE VIAJES INTERNACIONAL|AV. 6 DE DICIEMBRE N30-29 Y REPÚBLICA|PLAZA REPÚBLICA DE CHILE|999463239|984014760|javiosaenz97@gmail.com||172|64585
